ID,YEAR_INSTALLED,FAILURE_STATE,Altitude (m),HQ_ADDRESS_ZIP,PIPE - 1 DIA,PIPE - 2 DIA,Service Time(Years),FITTING_MATERIAL_TEXT,PIPE - 1 MATERIAL,PIPE - 2 MATERIAL,MF_INVOLVED_TEXT,MF_TYPE_TEXT,LEAK_LOCATION_A_TEXT,LEAK_LOCATION_B_TEXT,LEAK_LOCATION_C_TEXT,MANUFACTURE,CAUSE OF LEAK,LEAK_OCCURRED_TEXT
51543,1997,NY,"21 
",10003,6,1.75,15,STEEL,PLASTIC,STEEL,NUT FOLLOWER,ADAPTER,BELOWGROUND,INSIDE,SERVICE-TO-SERVICE,OTHER,EQUIPMENT,LEAKED THROUGH BODY
12546,2001,TN,"288 
",37921,6,2,15,COMBINATION PLASTIC AND STEEL,PLASTIC,PLASTIC,NUT FOLLOWER,COUPLING,BELOWGROUND,OUTSIDE,SERVICE-TO-SERVICE,UNKNOWN,MATERIAL OR WELDS/FUSIONS,LEAKED THROUGH SEAL
10561,2001,MA,"90 
",1581,6,1.75,15,PLASTIC,PLASTIC,PLASTIC,STAB,COUPLING,BELOWGROUND,OUTSIDE,SERVICE-TO-SERVICE,PERFECTION,INCORRECT OPERATION,LEAKED THROUGH SEAL
15836,2001,NV,"748 
",89150,6,1.75,15,PLASTIC,PLASTIC,PLASTIC,OTHER COMPRESSION TYPE FITTING,COUPLING,BELOWGROUND,OUTSIDE,SERVICE-TO-SERVICE,RW LYALL,INCORRECT OPERATION,LEAKED THROUGH SEAL
51567,1997,NY,"21 
",10003,6,2,15,PLASTIC,PLASTIC,PLASTIC,NUT FOLLOWER,VALVE,BELOWGROUND,OUTSIDE,SERVICE-TO-SERVICE,KEROTEST,OTHER,LEAKED THROUGH BODY
26929,2000,MO,"160 
",63101,6,1.75,15,STEEL,STEEL,STEEL,OTHER COMPRESSION TYPE FITTING,VALVE,BELOWGROUND,OUTSIDE,MAIN-TO-SERVICE,OTHER,EQUIPMENT,LEAKED THROUGH SEAL
687,2002,OH,"223 
",43215,6,1.75,15,STEEL,PLASTIC,PLASTIC,NUT FOLLOWER,VALVE,BELOWGROUND,OUTSIDE,SERVICE-TO-SERVICE,"DRESSER (DRESSER MANUFACTURING, DRESSER PIPING SPECIALTIES)",CORROSION,LEAKED THROUGH BODY
35435,1999,MD,"289 
",15317,6,1.75,15,STEEL,PLASTIC,STEEL,NUT FOLLOWER,RISER,ABOVEGROUND,OUTSIDE,SERVICE-TO-SERVICE,NORMAC (NORTON MCMURRAY),INCORRECT OPERATION,LEAKED THROUGH SEAL
2986,2002,KY,"142 
",40202,6,2,15,COMBINATION PLASTIC AND STEEL,PLASTIC,STEEL,STAB,RISER,ABOVEGROUND,OUTSIDE,METER SET,AMERICAN (AMERICAN METER; ELSTER AMERICAN METER),INCORRECT OPERATION,LEAKED THROUGH BODY
60177,1996,PA,"16 
",19122,6,1.75,15,PLASTIC,PLASTIC,PLASTIC,NUT FOLLOWER,VALVE,BELOWGROUND,OUTSIDE,SERVICE-TO-SERVICE,KEROTEST,EQUIPMENT,LEAKED THROUGH SEAL
4775,2002,IL,"259 
",60507,6,2,15,STEEL,PLASTIC,STEEL,OTHER COMPRESSION TYPE FITTING,ADAPTER,ABOVEGROUND,OUTSIDE,METER SET,OTHER,EQUIPMENT,LEAKED THROUGH SEAL
52086,1997,TX,"11 
",78415,6,1.75,15,STEEL,STEEL,STEEL,NUT FOLLOWER,COUPLING,BELOWGROUND,OUTSIDE,SERVICE-TO-SERVICE,"DRESSER (DRESSER MANUFACTURING, DRESSER PIPING SPECIALTIES)",EQUIPMENT,LEAKED THROUGH SEAL
37531,1999,KY,"142 
",40202,6,1.75,15,COMBINATION PLASTIC AND STEEL,PLASTIC,STEEL,NUT FOLLOWER,RISER,ABOVEGROUND,OUTSIDE,METER SET,UNKNOWN,MATERIAL OR WELDS/FUSIONS,LEAKED THROUGH SEAL
1879,2002,MI,"302 
",49201,6,1.75,15,STEEL,STEEL,STEEL,BOLTED,SERVICE OR MAIN TEE,BELOWGROUND,OUTSIDE,MAIN-TO-SERVICE,UNKNOWN,NATURAL FORCES,LEAKED THROUGH SEAL
944,2002,VA,"28 
",23836,6,1.75,15,PLASTIC,STEEL,PLASTIC,NUT FOLLOWER,RISER,BELOWGROUND,OUTSIDE,SERVICE-TO-SERVICE,PERFECTION,OTHER,LEAKED THROUGH SEAL
51454,1997,NY,"21 
",10003,6,1.75,15,STEEL,PLASTIC,STEEL,STAB,ADAPTER,BELOWGROUND,INSIDE,SERVICE-TO-SERVICE,CHICAGO,OTHER,PULLED OUT
52570,1997,OH,"194 
",45011,6,1.75,15,PLASTIC,PLASTIC,PLASTIC,NUT FOLLOWER,VALVE,BELOWGROUND,OUTSIDE,SERVICE-TO-SERVICE,KEROTEST,EQUIPMENT,LEAKED THROUGH BODY
46753,1998,MI,"194 
",48226,6,2,15,STEEL,PLASTIC,STEEL,NUT FOLLOWER,RISER,ABOVEGROUND,OUTSIDE,SERVICE-TO-SERVICE,NORMAC (NORTON MCMURRAY),NATURAL FORCES,PULLED OUT
3736,2002,NJ,"12 
",7719,6,1.75,15,PLASTIC,PLASTIC,PLASTIC,STAB,COUPLING,BELOWGROUND,OUTSIDE,MAIN-TO-MAIN,UNKNOWN,MATERIAL OR WELDS/FUSIONS,LEAKED THROUGH SEAL
6796,2002,NV,"1216 
",89520,6,1.75,15,STEEL,STEEL,STEEL,NUT FOLLOWER,VALVE,BELOWGROUND,OUTSIDE,SERVICE-TO-SERVICE,"DRESSER (DRESSER MANUFACTURING, DRESSER PIPING SPECIALTIES)",MATERIAL OR WELDS/FUSIONS,LEAKED THROUGH SEAL
28489,2000,CA,"128 
",94583,6,2,15,PLASTIC,PLASTIC,PLASTIC,OTHER COMPRESSION TYPE FITTING,COUPLING,BELOWGROUND,OUTSIDE,SERVICE-TO-SERVICE,UNKNOWN,INCORRECT OPERATION,LEAKED THROUGH SEAL
53945,1997,IL,"259 
",60507,6,2,15,STEEL,STEEL,PLASTIC,OTHER COMPRESSION TYPE FITTING,ADAPTER,ABOVEGROUND,OUTSIDE,METER SET,UNKNOWN,EQUIPMENT,LEAKED THROUGH SEAL
51463,1997,NY,"21 
",10003,6,1.75,15,STEEL,STEEL,STEEL,OTHER COMPRESSION TYPE FITTING,RISER,ABOVEGROUND,OUTSIDE,SERVICE-TO-SERVICE,OTHER,EQUIPMENT,LEAKED THROUGH SEAL
10275,2002,PA,"124 
",19612,6,1.75,15,PLASTIC,PLASTIC,PLASTIC,OTHER COMPRESSION TYPE FITTING,TAPPING TEE,BELOWGROUND,OUTSIDE,SERVICE-TO-SERVICE,UNKNOWN,OTHER OUTSIDE FORCE DAMAGE,LEAKED THROUGH BODY
48707,1998,CO,"1593 
",80202,6,1.75,15,STEEL,STEEL,PLASTIC,NUT FOLLOWER,COUPLING,BELOWGROUND,OUTSIDE,SERVICE-TO-SERVICE,"DRESSER (DRESSER MANUFACTURING, DRESSER PIPING SPECIALTIES)",EQUIPMENT,LEAKED THROUGH SEAL
35192,1999,VA,"631 
",24210,6,1.75,15,PLASTIC,PLASTIC,PLASTIC,BOLTED,TAPPING TEE,BELOWGROUND,OUTSIDE,MAIN-TO-SERVICE,AMERICAN (AMERICAN METER; ELSTER AMERICAN METER),INCORRECT OPERATION,PULLED OUT
5471,2002,PA,"124 
",19612,6,1.5,15,STEEL,PLASTIC,PLASTIC,BOLTED,COUPLING,BELOWGROUND,OUTSIDE,MAIN-TO-MAIN,CSI/SMITH BLAIR/ROCKWELL,MATERIAL OR WELDS/FUSIONS,LEAKED THROUGH BODY
41599,1999,VA,"8 
",23452,6,1.75,15,STEEL,STEEL,STEEL,BOLTED,TAPPING TEE,BELOWGROUND,OUTSIDE,MAIN-TO-SERVICE,UNKNOWN,EQUIPMENT,LEAKED THROUGH SEAL
50809,1997,MA,"90 
",1581,6,1.75,15,PLASTIC,PLASTIC,STEEL,STAB,COUPLING,BELOWGROUND,OUTSIDE,SERVICE-TO-SERVICE,PERFECTION,OTHER,LEAKED THROUGH SEAL
27498,2000,AL,"58 
",36652,6,1.75,15,COMBINATION PLASTIC AND STEEL,PLASTIC,PLASTIC,OTHER COMPRESSION TYPE FITTING,OTHER,BELOWGROUND,OUTSIDE,SERVICE-TO-SERVICE,"DRESSER (DRESSER MANUFACTURING, DRESSER PIPING SPECIALTIES)",MATERIAL OR WELDS/FUSIONS,LEAKED THROUGH SEAL
954,2002,VA,"28 
",23836,6,1.75,15,STEEL,STEEL,PLASTIC,NUT FOLLOWER,RISER,ABOVEGROUND,OUTSIDE,SERVICE-TO-SERVICE,PERFECTION,CORROSION,LEAKED THROUGH BODY
55116,1997,VA,"53 
",23219,6,1.75,15,COMBINATION PLASTIC AND STEEL,PLASTIC,PLASTIC,STAB,COUPLING,BELOWGROUND,OUTSIDE,SERVICE-TO-SERVICE,PERFECTION,INCORRECT OPERATION,LEAKED THROUGH SEAL
1515,2002,MI,"302 
",49201,6,2,15,STEEL,STEEL,PLASTIC,NUT FOLLOWER,COUPLING,BELOWGROUND,OUTSIDE,MAIN-TO-SERVICE,UNKNOWN,NATURAL FORCES,LEAKED THROUGH SEAL
24644,2000,TN,"285 
",30309,6,1.75,15,STEEL,STEEL,STEEL,BOLTED,COUPLING,BELOWGROUND,OUTSIDE,SERVICE-TO-SERVICE,"DRESSER (DRESSER MANUFACTURING, DRESSER PIPING SPECIALTIES)",EQUIPMENT,LEAKED THROUGH SEAL
18295,2001,DC,"25 
",20080,6,1.75,15,PLASTIC,PLASTIC,PLASTIC,NUT FOLLOWER,COUPLING,BELOWGROUND,OUTSIDE,SERVICE-TO-SERVICE,UNKNOWN,EQUIPMENT,LEAKED THROUGH SEAL
2991,2002,KY,"142 
",40202,6,2,15,COMBINATION PLASTIC AND STEEL,PLASTIC,PLASTIC,STAB,RISER,BELOWGROUND,OUTSIDE,METER SET,AMERICAN (AMERICAN METER; ELSTER AMERICAN METER),MATERIAL OR WELDS/FUSIONS,PULLED OUT
7267,2002,AZ,"748 
",89150,6,2,15,PLASTIC,PLASTIC,PLASTIC,NUT FOLLOWER,COUPLING,BELOWGROUND,OUTSIDE,SERVICE-TO-SERVICE,CONTINENTAL (CONTINENTAL INDUSTRIES),INCORRECT OPERATION,LEAKED THROUGH SEAL
58803,1996,OH,"255 
",43055,6,1.75,15,COMBINATION PLASTIC AND STEEL,PLASTIC,STEEL,OTHER COMPRESSION TYPE FITTING,RISER,ABOVEGROUND,OUTSIDE,METER SET,NORMAC,EQUIPMENT,PULLED OUT
27642,2000,NY,"188 
",14221,6,1.75,15,STEEL,STEEL,STEEL,NUT FOLLOWER,VALVE,ABOVEGROUND,OUTSIDE,METER SET,"DRESSER (DRESSER MANUFACTURING, DRESSER PIPING SPECIALTIES)",EQUIPMENT,LEAKED THROUGH SEAL
47805,1998,CA,"5 
",94107,6,2,15,PLASTIC,PLASTIC,PLASTIC,STAB,SERVICE OR MAIN TEE,BELOWGROUND,OUTSIDE,SERVICE-TO-SERVICE,UNKNOWN,INCORRECT OPERATION,LEAKED THROUGH SEAL
35121,2000,IL,"157 
",62234,6,2,15,STEEL,STEEL,PLASTIC,NUT FOLLOWER,COUPLING,BELOWGROUND,OUTSIDE,SERVICE-TO-SERVICE,"DRESSER (DRESSER MANUFACTURING, DRESSER PIPING SPECIALTIES)",EQUIPMENT,PULLED OUT
13286,2001,PA,"188 
",14221,6,1.75,15,PLASTIC,STEEL,PLASTIC,OTHER COMPRESSION TYPE FITTING,RISER,BELOWGROUND,OUTSIDE,SERVICE-TO-SERVICE,PERFECTION ,EQUIPMENT,LEAKED THROUGH SEAL
27484,2000,MA,"54 
",2346,6,1.75,15,STEEL,STEEL,STEEL,OTHER COMPRESSION TYPE FITTING,VALVE,ABOVEGROUND,OUTSIDE,METER SET,"DRESSER (DRESSER MANUFACTURING, DRESSER PIPING SPECIALTIES)",OTHER,LEAKED THROUGH SEAL
58272,1996,TN,"288 
",37921,6,1.75,15,COMBINATION PLASTIC AND STEEL,PLASTIC,PLASTIC,BOLTED,TAPPING TEE,BELOWGROUND,OUTSIDE,MAIN-TO-SERVICE,PERFECTION,MATERIAL OR WELDS/FUSIONS,LEAKED THROUGH SEAL
2821,2002,MO,"160 
",63101,6,1.75,15,COMBINATION PLASTIC AND STEEL,STEEL,STEEL,OTHER COMPRESSION TYPE FITTING,COUPLING,BELOWGROUND,OUTSIDE,MAIN-TO-MAIN,UNKNOWN,EQUIPMENT,LEAKED THROUGH SEAL
7647,2002,VA,"8 
",23452,6,2,15,STEEL,STEEL,PLASTIC,NUT FOLLOWER,ADAPTER,BELOWGROUND,OUTSIDE,SERVICE-TO-SERVICE,UNKNOWN,EQUIPMENT,PULLED OUT
11247,2001,NY,"21 
",10003,6,1.75,15,STEEL,PLASTIC,PLASTIC,NUT FOLLOWER,VALVE,ABOVEGROUND,OUTSIDE,SERVICE-TO-SERVICE,"DRESSER (DRESSER MANUFACTURING, DRESSER PIPING SPECIALTIES)",EQUIPMENT,LEAKED THROUGH BODY
14604,2001,PA,"124 
",19612,6,1.75,15,PLASTIC,PLASTIC,PLASTIC,STAB,VALVE,BELOWGROUND,OUTSIDE,SERVICE-TO-SERVICE,PERFECTION,INCORRECT OPERATION,LEAKED THROUGH SEAL
51138,1997,OH,"221 
",43216,6,1.75,15,STEEL,PLASTIC,STEEL,STAB,RISER,ABOVEGROUND,OUTSIDE,SERVICE-TO-SERVICE,PERFECTION,INCORRECT OPERATION,LEAKED THROUGH SEAL
41038,1999,IN,"119 
",47708,6,1.75,15,STEEL,STEEL,STEEL,OTHER COMPRESSION TYPE FITTING,OTHER,BELOWGROUND,OUTSIDE,MAIN-TO-SERVICE,UNKNOWN,EXCAVATION DAMAGE,PULLED OUT
46041,1998,KY,"142 
",40202,6,2,15,COMBINATION PLASTIC AND STEEL,PLASTIC,PLASTIC,NUT FOLLOWER,RISER,ABOVEGROUND,OUTSIDE,METER SET,NORMAC (NORTON MCMURRAY),INCORRECT OPERATION,PULLED OUT
30415,2000,CT,"63 
",6477,6,1.5,15,STEEL,CAST/WROUGHT IRON,CAST/WROUGHT IRON,BOLTED,COUPLING,BELOWGROUND,OUTSIDE,MAIN-TO-MAIN,"DRESSER (DRESSER MANUFACTURING, DRESSER PIPING SPECIALTIES)",MATERIAL OR WELDS/FUSIONS,LEAKED THROUGH SEAL
12451,2001,LA,"28 
",70805,6,2,15,PLASTIC,PLASTIC,PLASTIC,STAB,COUPLING,BELOWGROUND,OUTSIDE,SERVICE-TO-SERVICE,"DRESSER (DRESSER MANUFACTURING, DRESSER PIPING SPECIALTIES)",MATERIAL OR WELDS/FUSIONS,LEAKED THROUGH SEAL
54666,1997,PA,"326 
",15212,6,1.75,15,COMBINATION PLASTIC AND STEEL,PLASTIC,STEEL,NUT FOLLOWER,RISER,ABOVEGROUND,OUTSIDE,METER SET,NORMAC (NORTON MCMURRAY),INCORRECT OPERATION,LEAKED THROUGH SEAL
14171,2001,CA,"128 
",94583,6,2,15,PLASTIC,PLASTIC,STEEL,OTHER COMPRESSION TYPE FITTING,RISER,ABOVEGROUND,OUTSIDE,SERVICE-TO-SERVICE,CONTINENTAL (CONTINENTAL INDUSTRIES),INCORRECT OPERATION,LEAKED THROUGH SEAL
50309,1998,IL,"330 
",51102,6,1.75,15,PLASTIC,PLASTIC,PLASTIC,STAB,COUPLING,BELOWGROUND,OUTSIDE,SERVICE-TO-SERVICE,PERFECTION,NATURAL FORCES,LEAKED THROUGH SEAL
42547,1999,DC,"25 
",20080,6,1.75,15,PLASTIC,PLASTIC,CAST/WROUGHT IRON,NUT FOLLOWER,COUPLING,BELOWGROUND,OUTSIDE,SERVICE-TO-SERVICE,UNKNOWN,EQUIPMENT,LEAKED THROUGH SEAL
37540,1999,KY,"142 
",40202,6,2,15,COMBINATION PLASTIC AND STEEL,PLASTIC,STEEL,NUT FOLLOWER,RISER,ABOVEGROUND,OUTSIDE,METER SET,CONTINENTAL (CONTINENTAL INDUSTRIES),NATURAL FORCES,PULLED OUT
40335,1999,NC,"208 
",28210,6,2,15,COMBINATION PLASTIC AND STEEL,PLASTIC,STEEL,STAB,RISER,BELOWGROUND,OUTSIDE,METER SET,UNKNOWN,EQUIPMENT,LEAKED THROUGH BODY
54664,1997,PA,"326 
",15212,6,1.75,15,COMBINATION PLASTIC AND STEEL,STEEL,PLASTIC,NUT FOLLOWER,RISER,ABOVEGROUND,OUTSIDE,METER SET,NORMAC (NORTON MCMURRAY),INCORRECT OPERATION,LEAKED THROUGH SEAL
1993,2002,MI,"302 
",49201,6,2,15,COMBINATION PLASTIC AND STEEL,STEEL,PLASTIC,NUT FOLLOWER,COUPLING,ABOVEGROUND,OUTSIDE,METER SET,UNKNOWN,NATURAL FORCES,LEAKED THROUGH SEAL
14719,2001,PA,"326 
",15212,6,1.75,15,PLASTIC,PLASTIC,PLASTIC,STAB,VALVE,BELOWGROUND,OUTSIDE,SERVICE-TO-SERVICE,UNKNOWN,MATERIAL OR WELDS/FUSIONS,LEAKED THROUGH BODY
44023,1998,KY,"322 
",40512,6,1.75,15,STEEL,STEEL,PLASTIC,STAB,RISER,BELOWGROUND,OUTSIDE,SERVICE-TO-SERVICE,PERFECTION,OTHER,LEAKED THROUGH SEAL
7722,2002,VA,"8 
",23452,6,2,15,COMBINATION PLASTIC AND STEEL,STEEL,PLASTIC,NUT FOLLOWER,TRANSITION FITTING,BELOWGROUND,OUTSIDE,SERVICE-TO-SERVICE,UNKNOWN,INCORRECT OPERATION,LEAKED THROUGH SEAL
7219,2002,AZ,"748 
",89150,6,1.5,15,PLASTIC,PLASTIC,PLASTIC,BOLTED,SERVICE OR MAIN TEE,BELOWGROUND,OUTSIDE,MAIN-TO-MAIN,CONTINENTAL (CONTINENTAL INDUSTRIES),INCORRECT OPERATION,LEAKED THROUGH SEAL
47081,1998,NY,"81 
",14649,6,1.75,15,PLASTIC,PLASTIC,PLASTIC,NUT FOLLOWER,VALVE,BELOWGROUND,OUTSIDE,SERVICE-TO-SERVICE,HANDLEY,OTHER,LEAKED THROUGH SEAL
6968,2002,CT,"63 
",6477,6,1.75,15,PLASTIC,PLASTIC,PLASTIC,STAB,RISER,BELOWGROUND,OUTSIDE,METER SET,CENTRAL PLASTICS (GEORG FISCHER CENTRAL PLASTICS; CENTRAL),MATERIAL OR WELDS/FUSIONS,LEAKED THROUGH SEAL
51063,1997,KY,"322 
",40512,6,1.75,15,STEEL,PLASTIC,STEEL,STAB,RISER,BELOWGROUND,OUTSIDE,SERVICE-TO-SERVICE,PERFECTION,OTHER,LEAKED THROUGH SEAL
14064,2001,NY,"93 
",10965,6,2,15,COMBINATION PLASTIC AND STEEL,PLASTIC,PLASTIC,STAB,COUPLING,BELOWGROUND,OUTSIDE,SERVICE-TO-SERVICE,UNKNOWN,MATERIAL OR WELDS/FUSIONS,LEAKED THROUGH SEAL
55715,1997,NV,"748 
",89150,6,1.75,15,PLASTIC,PLASTIC,PLASTIC,STAB,SERVICE OR MAIN TEE,BELOWGROUND,OUTSIDE,SERVICE-TO-SERVICE,PERFECTION,INCORRECT OPERATION,LEAKED THROUGH SEAL
40145,1999,PA,"16 
",19122,6,1.5,15,STEEL,PLASTIC,DUCTILE IRON,BOLTED,COUPLING,BELOWGROUND,OUTSIDE,MAIN-TO-MAIN,UNKNOWN,NATURAL FORCES,LEAKED THROUGH SEAL
41201,1999,MO,"381 
",65801,6,1.75,15,STEEL,STEEL,STEEL,NUT FOLLOWER,COUPLING,BELOWGROUND,OUTSIDE,MAIN-TO-MAIN,"DRESSER (DRESSER MANUFACTURING, DRESSER PIPING SPECIALTIES)",EQUIPMENT,LEAKED THROUGH SEAL
24885,2000,VA,"28 
",23836,6,1.75,15,STEEL,STEEL,PLASTIC,OTHER COMPRESSION TYPE FITTING,RISER,ABOVEGROUND,OUTSIDE,SERVICE-TO-SERVICE,UNKNOWN,CORROSION,LEAKED THROUGH BODY
38107,1999,AL,"58 
",36652,6,1.75,15,STEEL,STEEL,STEEL,BOLTED,TAPPING TEE,BELOWGROUND,OUTSIDE,MAIN-TO-SERVICE,MUELLER,MATERIAL OR WELDS/FUSIONS,LEAKED THROUGH SEAL
15917,2001,AZ,"748 
",89150,6,2,15,PLASTIC,PLASTIC,PLASTIC,NUT FOLLOWER,SERVICE OR MAIN TEE,BELOWGROUND,OUTSIDE,SERVICE-TO-SERVICE,CONTINENTAL (CONTINENTAL INDUSTRIES),INCORRECT OPERATION,LEAKED THROUGH SEAL
26775,2000,MO,"160 
",63101,6,1.75,15,PLASTIC,PLASTIC,PLASTIC,OTHER COMPRESSION TYPE FITTING,VALVE,BELOWGROUND,OUTSIDE,SERVICE-TO-SERVICE,OTHER,OTHER,LEAKED THROUGH SEAL
54617,1997,IL,"192 
",60601,6,1.75,15,COMBINATION PLASTIC AND STEEL,PLASTIC,PLASTIC,NUT FOLLOWER,VALVE,BELOWGROUND,OUTSIDE,SERVICE-TO-SERVICE,UNKNOWN,OTHER OUTSIDE FORCE DAMAGE,LEAKED THROUGH SEAL
50786,1997,GA,"285 
",30309,6,2,15,PLASTIC,PLASTIC,PLASTIC,STAB,COUPLING,BELOWGROUND,OUTSIDE,SERVICE-TO-SERVICE,UNKNOWN,EQUIPMENT,LEAKED THROUGH SEAL
52152,1997,OH,"199 
",44103,6,2,15,STEEL,PLASTIC,STEEL,STAB,RISER,BELOWGROUND,OUTSIDE,METER SET,UNKNOWN,EQUIPMENT,LEAKED THROUGH BODY
55695,1997,AZ,"748 
",89150,6,1.75,15,PLASTIC,PLASTIC,PLASTIC,OTHER COMPRESSION TYPE FITTING,COUPLING,BELOWGROUND,OUTSIDE,SERVICE-TO-SERVICE,RW LYALL,INCORRECT OPERATION,LEAKED THROUGH SEAL
52783,1997,KY,"146 
",40232,6,1.75,15,COMBINATION PLASTIC AND STEEL,PLASTIC,STEEL,STAB,RISER,ABOVEGROUND,OUTSIDE,METER SET,UNKNOWN,MATERIAL OR WELDS/FUSIONS,LEAKED THROUGH SEAL
10979,2001,VA,"28 
",23836,6,1.75,15,STEEL,STEEL,PLASTIC,NUT FOLLOWER,RISER,ABOVEGROUND,OUTSIDE,SERVICE-TO-SERVICE,NORMAC (NORTON MCMURRAY),CORROSION,LEAKED THROUGH BODY
59634,1996,IN,"195 
",46410,6,2,15,STEEL,PLASTIC,STEEL,NUT FOLLOWER,ADAPTER,ABOVEGROUND,OUTSIDE,SERVICE-TO-SERVICE,UNAVAILABLE,CORROSION,LEAKED THROUGH BODY
1372,2002,MI,"302 
",49201,6,2,15,STEEL,STEEL,STEEL,NUT FOLLOWER,SERVICE OR MAIN TEE,BELOWGROUND,OUTSIDE,MAIN-TO-SERVICE,UNKNOWN,EQUIPMENT,LEAKED THROUGH SEAL
51132,1997,OH,"221 
",43216,6,1.75,15,PLASTIC,PLASTIC,PLASTIC,NUT FOLLOWER,COUPLING,BELOWGROUND,OUTSIDE,SERVICE-TO-SERVICE,KEROTEST,MATERIAL OR WELDS/FUSIONS,LEAKED THROUGH SEAL
35726,1999,VA,"28 
",23836,6,2,15,STEEL,PLASTIC,STEEL,OTHER COMPRESSION TYPE FITTING,RISER,ABOVEGROUND,OUTSIDE,SERVICE-TO-SERVICE,WAYNE MANUFACTURING,CORROSION,LEAKED THROUGH BODY
35924,1999,NY,"21 
",10003,6,1.75,15,PLASTIC,PLASTIC,STEEL,STAB,TRANSITION FITTING,BELOWGROUND,OUTSIDE,MAIN-TO-SERVICE,OTHER,EQUIPMENT,LEAKED THROUGH SEAL
30013,2000,NH,"109 
",3053,6,1.75,15,PLASTIC,PLASTIC,PLASTIC,NUT FOLLOWER,SERVICE OR MAIN TEE,BELOWGROUND,OUTSIDE,MAIN-TO-SERVICE,UNKNOWN,EQUIPMENT,LEAKED THROUGH SEAL
61304,1996,CA,"651 
",89102,6,1.75,15,PLASTIC,PLASTIC,PLASTIC,BOLTED,TAPPING TEE,BELOWGROUND,OUTSIDE,MAIN-TO-SERVICE,CONTINENTAL INDUSTRIES,INCORRECT OPERATION,LEAKED THROUGH SEAL
44375,1997,VA,"28 
",23836,6,1.25,16,STEEL,STEEL,PLASTIC,NUT FOLLOWER,RISER,ABOVEGROUND,OUTSIDE,SERVICE-TO-SERVICE,NORMAC (NORTON MCMURRAY),CORROSION,LEAKED THROUGH BODY
5887,2001,PA,"16 
",19122,6,1.25,16,PLASTIC,PLASTIC,PLASTIC,NUT FOLLOWER,VALVE,BELOWGROUND,OUTSIDE,SERVICE-TO-SERVICE,KEROTEST,EQUIPMENT,LEAKED THROUGH SEAL
43505,1998,KS,"325 
",66213,6,1.5,16,STEEL,PLASTIC,STEEL,OTHER COMPRESSION TYPE FITTING,ADAPTER,ABOVEGROUND,OUTSIDE,METER SET,UNKNOWN,CORROSION,LEAKED THROUGH BODY
52693,1996,IN,"170 
",47025,6,1.25,16,STEEL,PLASTIC,STEEL,NUT FOLLOWER,RISER,ABOVEGROUND,OUTSIDE,METER SET,NORMAC (NORTON MCMURRAY),EQUIPMENT,PULLED OUT
44660,1997,NY,"21 
",10003,6,1.25,16,PLASTIC,COPPER,COPPER,NUT FOLLOWER,COUPLING,BELOWGROUND,OUTSIDE,MAIN-TO-SERVICE,"DRESSER (DRESSER MANUFACTURING, DRESSER PIPING SPECIALTIES)",EQUIPMENT,LEAKED THROUGH SEAL
35325,1998,NY,"55 
",12601,6,1.25,16,STEEL,STEEL,STEEL,NUT FOLLOWER,COUPLING,BELOWGROUND,OUTSIDE,SERVICE-TO-SERVICE,"DRESSER (DRESSER MANUFACTURING, DRESSER PIPING SPECIALTIES)",CORROSION,LEAKED THROUGH BODY
35511,1998,OH,"223 
",43215,6,1.5,16,STEEL,STEEL,PLASTIC,NUT FOLLOWER,COUPLING,BELOWGROUND,OUTSIDE,SERVICE-TO-SERVICE,UNKNOWN,OTHER,LEAKED THROUGH SEAL
51574,1996,NY,"21 
",10003,6,1.25,16,STEEL,STEEL,PLASTIC,OTHER COMPRESSION TYPE FITTING,SERVICE OR MAIN TEE,BELOWGROUND,OUTSIDE,MAIN-TO-SERVICE,OTHER,CORROSION,LEAKED THROUGH BODY
27404,1999,MI,"194 
",48226,6,1.5,16,STEEL,PLASTIC,STEEL,NUT FOLLOWER,ADAPTER,ABOVEGROUND,OUTSIDE,SERVICE-TO-SERVICE,NORMAC (NORTON MCMURRAY),NATURAL FORCES,LEAKED THROUGH SEAL
34845,1999,KS,"325 
",66213,6,1.5,16,STEEL,PLASTIC,STEEL,OTHER COMPRESSION TYPE FITTING,ADAPTER,BELOWGROUND,OUTSIDE,SERVICE-TO-SERVICE,UNKNOWN,EQUIPMENT,LEAKED THROUGH SEAL
35460,1998,OH,"223 
",43215,6,1.25,16,STEEL,PLASTIC,STEEL,NUT FOLLOWER,COUPLING,BELOWGROUND,OUTSIDE,SERVICE-TO-SERVICE,"DRESSER (DRESSER MANUFACTURING, DRESSER PIPING SPECIALTIES)",NATURAL FORCES,LEAKED THROUGH SEAL
53522,1996,NY,"188 
",14221,6,1.25,16,PLASTIC,PLASTIC,PLASTIC,OTHER COMPRESSION TYPE FITTING,SERVICE OR MAIN TEE,BELOWGROUND,OUTSIDE,MAIN-TO-SERVICE,"DRESSER (DRESSER MANUFACTURING, DRESSER PIPING SPECIALTIES)",INCORRECT OPERATION,LEAKED THROUGH SEAL
47054,1997,OH,"255 
",43055,6,1.25,16,STEEL,PLASTIC,STEEL,OTHER COMPRESSION TYPE FITTING,RISER,ABOVEGROUND,OUTSIDE,METER SET,PERFECTION,INCORRECT OPERATION,PULLED OUT
